@180.171.147.187/32 83.167.110.154/32 0:65535 6849:6849 0x06/0xFF
@180.171.146.0/23 25.184.48.130/31 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 90.129.153.212/31 0:65535 0:65535 0x06/0xFF
@85.52.83.126/31 199.34.144.0/22 0:65535 0:65535 0x06/0xFF
@180.171.147.162/31 86.109.88.0/22 0:65535 0:65535 0x06/0xFF
@85.52.83.70/31 199.45.136.0/22 0:65535 0:65535 0x06/0xFF
@85.52.83.126/31 25.184.52.0/22 0:65535 0:65535 0x06/0xFF
@85.52.83.98/31 199.39.56.0/22 0:65535 0:65535 0x06/0xFF
@85.52.83.100/30 199.39.56.0/22 0:65535 0:65535 0x06/0xFF
@180.171.147.68/30 25.184.52.0/22 0:65535 0:65535 0x06/0xFF
@85.52.83.72/30 180.171.104.0/22 0:65535 0:65535 0x06/0xFF
@85.52.83.100/30 199.34.144.0/22 0:65535 0:65535 0x06/0xFF
@85.52.83.100/30 25.184.52.0/22 0:65535 0:65535 0x06/0xFF
@85.52.83.100/30 199.39.56.0/22 0:65535 0:65535 0x01/0xFF
@85.52.82.0/23 182.190.17.192/26 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 180.175.6.64/26 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 199.45.140.128/25 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 25.184.48.0/25 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 85.52.87.128/25 0:65535 0:65535 0x01/0xFF
@85.52.82.0/23 199.39.63.0/25 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 25.184.49.0/24 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 199.39.62.0/24 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 25.185.0.0/16 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 180.170.0.0/16 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 199.38.0.0/16 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 82.39.0.0/16 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 86.118.0.0/16 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 86.108.0.0/16 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 180.170.0.0/16 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 199.38.0.0/16 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 155.55.0.0/16 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 73.30.0.0/16 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 183.43.0.0/16 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 182.191.0.0/16 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 180.174.0.0/16 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 199.44.0.0/16 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 25.185.0.0/16 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 199.44.0.0/16 0:65535 0:65535 0x01/0xFF
@85.52.82.0/23 25.185.0.0/16 0:65535 0:65535 0x01/0xFF
@85.52.82.0/23 199.35.0.0/16 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 199.38.0.0/16 0:65535 0:65535 0x01/0xFF
@180.171.146.0/23 180.168.0.0/15 0:65535 0:65535 0x01/0xFF
@180.171.146.0/23 25.186.0.0/15 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 151.0.0.0/8 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 181.0.0.0/8 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 198.0.0.0/8 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 196.0.0.0/7 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 180.0.0.0/7 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 26.0.0.0/7 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 196.0.0.0/7 0:65535 0:65535 0x01/0xFF
@180.171.146.0/23 28.0.0.0/6 0:65535 0:65535 0x06/0xFF
@86.115.2.0/23 140.0.0.0/6 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 184.0.0.0/6 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 192.0.0.0/6 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 16.0.0.0/5 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 16.0.0.0/5 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 200.0.0.0/5 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 32.0.0.0/3 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 64.0.0.0/3 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 0.0.0.0/4 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 208.0.0.0/4 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 160.0.0.0/4 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 208.0.0.0/4 0:65535 0:65535 0x01/0xFF
@180.171.146.0/23 224.0.0.0/3 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 160.0.0.0/3 0:65535 0:65535 0x01/0xFF
@85.52.82.0/23 32.0.0.0/3 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 192.0.0.0/2 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 0.0.0.0/1 0:65535 0:65535 0x06/0xFF
@180.171.146.0/23 0.0.0.0/2 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 192.0.0.0/2 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 192.0.0.0/2 0:65535 0:65535 0x01/0xFF
@180.171.146.0/23 128.0.0.0/1 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 128.0.0.0/1 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 128.0.0.0/1 0:65535 0:65535 0x01/0xFF
@180.171.146.0/23 0.0.0.0/0 0:65535 0:65535 0x06/0xFF
@85.52.82.0/23 0.0.0.0/0 0:65535 0:65535 0x06/0xFF
@0.0.0.0/0 88.208.0.0/13 0:65535 0:65535 0x06/0xFF
@0.0.0.0/0 88.200.0.0/13 0:65535 0:65535 0x06/0xFF
@0.0.0.0/0 90.48.0.0/13 0:65535 0:65535 0x06/0xFF
@0.0.0.0/0 65.0.0.0/8 0:65535 0:65535 0x06/0xFF
@0.0.0.0/0 89.0.0.0/8 0:65535 0:65535 0x06/0xFF
@85.0.0.0/8 0.0.0.0/0 0:65535 0:65535 0x06/0xFF
@180.0.0.0/8 0.0.0.0/0 0:65535 0:65535 0x06/0xFF
@180.0.0.0/8 0.0.0.0/0 0:65535 0:65535 0x01/0xFF
@0.0.0.0/0 0.0.0.0/0 0:65535 0:65535 0x06/0xFF
@0.0.0.0/0 0.0.0.0/0 0:65535 0:65535 0x01/0xFF
